dataset,overlap,rows,imbalance_ratio,number_of_columns,number_of_rows,number_of_classes,tomeklink_complexity,dual_weighted_complexity,weighted_complexity,complexity,normalized_mutual_info_score,fowlkes_mallows_score,adjusted_mutual_info_score,adjusted_random_score,xb_score,rs_score,rmsstd_score,separation_score,cohesion_score,calinski_harabaz_score,davies_bouldin_score,silhouette_score,hypershpere_count_majority,hypershpere_count_minority,samples_per_hypersphere_majority,samples_per_hypersphere_minority,average_distance_between_classes,total_hypersheres,samples_per_hypersphere,cwa,pr_auc,roc_auc,geometric_mean,f1,precision,recall,balanced_accuracy,accuracy,resampler,classifier
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8339809459199309,0.8730044425319528,0.907538660065452,0.8380916443628101,0.8230109868819987,0.7929266235925697,0.859921314804239,0.8398810970346654,0.8376811594202899,adasyn,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.83123409561365,0.8618781574108548,0.9079739262385,0.8337588880511059,0.8240115065553093,0.7727272727272728,0.8892061679040548,0.8374734087551771,0.8318840579710146,allknn,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.833016755191462,0.8634243577279408,0.907007241136236,0.8361062266881917,0.8210029640687476,0.7953397400121814,0.8534170949933371,0.8378900599638602,0.836231884057971,borderlinesmote,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8400310084479408,0.8367237434023932,0.8954508809614105,0.8459827411016949,0.8341555529328456,0.7857188896505013,0.892474141760264,0.8483142526386622,0.8434782608695652,clustercentroids,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8128786599716727,0.8057786492848896,0.8711198860930861,0.8170792519780768,0.811015356874857,0.7377968985146895,0.9021828796243416,0.8217750848252942,0.8130434782608695,condensednn,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.7783900253424881,0.8221511560644812,0.8567621499282,0.7573367361115043,0.7719180408869125,0.6669420793420381,0.9217907227615966,0.7741540556065201,0.7579710144927536,editednn,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8543437095837323,0.8472966775192798,0.9094413270454004,0.8574532531068645,0.8513980510739775,0.7774275475768014,0.9445396281489944,0.862546224835652,0.8536231884057971,instancehardness,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8134191598601536,0.8253891971443089,0.8908681929208182,0.7961408886836122,0.8025703489347852,0.7173181580324437,0.9249635129132558,0.8096151225983602,0.7971014492753623,ncl,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8303715221890423,0.8226682495781684,0.8822004819346451,0.8358427307242436,0.8249464536460053,0.7746266448688117,0.8859064661463291,0.8384379771676528,0.8333333333333334,nearmissv1,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.814576492315186,0.8392501931995756,0.8908880453045703,0.8213197357774998,0.8081542764256712,0.761696994761511,0.8631892886604481,0.8232038962987279,0.8188405797101449,nearmissv2,ada
Australian,0.3512160500284675,690,0.8015665796344648,15,690,2,0.1661237785016286,0.3648208469055374,0.3745928338762215,0.3973941368078176,0.0164207819651539,0.5219350725041544,0.015373738382861,0.0256051083673052,0.5239949166730065,0.3167623108979516,31.934419601482524,4554033.449874053,9822782.519691166,318.9702110611174,1.4036249387237874,0.2922380722957008,116,109,0.5155555555555555,0.4844444444444444,9.848857801796104,225,3.066666666666667,0.8240304473354119,0.8312197958480043,0.8911672092653092,0.8308967007564969,0.8162953017909383,0.776169378409698,0.8631575607589314,0.8323641314293345,0.8289855072463768,nearmissv3,ada
